0 0
1 0
1.32625 0.0530071
1.62015 0.0557277
1.84909 0.0772787
2.07418 0.0931489
2.25761 0.0903154
2.43287 0.0930619
2.61204 0.106098
2.77248 0.114236
2.92145 0.125388
3.04687 0.141062
3.19025 0.124775
3.34742 0.142966
3.41806 0.12773
3.56576 0.158118
3.67297 0.15617
3.80914 0.179948
3.89 0.185475
4.00174 0.157928
4.09463 0.180629
4.18339 0.190289
4.30165 0.183305
4.41793 0.18927
4.51491 0.197058
4.57259 0.186361
4.71895 0.189466
4.751 0.214102
4.8781 0.194718
4.95614 0.233221
5.07229 0.248838
5.13266 0.219173
5.19048 0.216765
5.22551 0.186446
5.35943 0.208874
5.42839 0.213295
5.51781 0.22655
5.59353 0.225296
5.62706 0.227543
5.74393 0.250226
5.76196 0.230369
5.89196 0.24524
5.93517 0.245206
5.96672 0.258113
6.01552 0.256542
6.15743 0.282031
6.22904 0.271693
6.28344 0.250144
6.39697 0.232481
6.41188 0.277556
6.49105 0.278665
6.57201 0.304181
6.66275 0.28898
6.66165 0.303423
6.74001 0.250223
6.84035 0.27657
6.91741 0.288974
6.90458 0.284611
6.94103 0.303694
7.01323 0.302543
7.11938 0.341012
7.18715 0.29025
7.2284 0.253487
7.27167 0.300368
7.40767 0.339055
7.39111 0.32398
7.40631 0.348929
7.52054 0.288232
7.55352 0.35792
7.63463 0.325832
7.6652 0.336855
7.69954 0.356691
7.79609 0.376864
7.8434 0.340244
7.84766 0.384537
7.92737 0.324435
8.01434 0.343402
8.03367 0.363588
8.12764 0.285934
8.08126 0.380726
8.1603 0.359829
8.24015 0.380079
8.34478 0.406574
8.35411 0.356466
8.45366 0.378806
8.45052 0.363512
8.52042 0.387568
8.55478 0.376322
8.58534 0.334208
8.59592 0.352666
8.65157 0.404577
8.73611 0.355887
8.78714 0.426388
8.86379 0.409283
8.89119 0.383099
9.00569 0.361755
8.94903 0.395129
9.08783 0.412689
9.03598 0.390146
9.12717 0.409623
