0.717473 0.696586 1
0.561151 0.827714 9
0.485077 0.874471 30
-0.071989 0.997405 3
-0.865862 0.500283 18
-0.721649 0.692259 22
-0.507523 0.861638 10
-0.674248 0.738505 29
-0.979284 -0.20249 8
0.00551973 -0.999985 2
0.435991 -0.899951 25
-0.716392 -0.697698 21
-0.769025 -0.639218 28
-0.657125 -0.753782 23
-0.367843 -0.929888 32
-0.730235 -0.683196 20
-0.961322 -0.275426 27
-0.958677 0.284495 31
-0.386872 0.922133 26
-0.491408 0.870929 7
-0.466669 0.884432 17
0.993423 -0.114501 13
-0.144041 -0.989572 19
0.0427833 -0.999084 4
0.311612 -0.95021 6
0.628683 -0.777662 5
0.897295 -0.441432 12
0.783344 -0.621589 11
0.999989 0.00475931 14
0.453701 0.891154 15
-0.147841 0.989011 16
-0.185207 0.982699 24
0.717473 0.696586 1
