1.59693 0
1.60027 0.00333831
1.56634 0.0339889
1.54817 0.0301256
1.55814 0.0253747
1.54867 0.0227782
1.53413 0.0241288
1.52838 0.0216734
1.54059 0.022685
1.54113 0.0202971
1.53441 0.0195499
1.53724 0.0180692
1.52992 0.0181585
1.52387 0.0178682
1.52506 0.016677
1.52809 0.0158906
1.52481 0.0152818
1.52378 0.0144444
1.52221 0.0137529
1.52142 0.013071
1.52204 0.0124482
1.52087 0.0119267
1.51755 0.0118687
1.51727 0.0113669
1.51698 0.0109067
1.51311 0.0111687
1.51064 0.0110285
1.50803 0.0109431
1.50631 0.0106972
1.50413 0.0105616
1.50277 0.0103051
1.50139 0.0100733
1.50147 0.00976357
1.50025 0.00954962
1.5003 0.00927286
1.49809 0.0092786
1.49751 0.00904245
1.49944 0.00900988
1.49997 0.00879154
1.49931 0.00859376
1.50002 0.00841118
1.49871 0.00831261
1.50093 0.00841604
1.50134 0.00823254
1.50028 0.00811734
1.50075 0.00795318
1.50164 0.0078325
1.5034 0.00786807
1.50311 0.00771125
1.5039 0.00759615
1.50661 0.00792256
1.50578 0.00781228
1.50529 0.00767951
1.50529 0.00753595
1.50453 0.00743674
1.5052 0.00733358
1.50548 0.00720933
1.50761 0.00739704
1.50778 0.00727251
1.5068 0.00721682
1.50668 0.00709859
1.50706 0.00699346
1.50807 0.00695523
1.50799 0.0068462
1.5084 0.00675282
1.50753 0.00670677
1.50654 0.00667911
1.50647 0.00658056
1.50568 0.00653194
1.50694 0.00655915
1.50659 0.00647539
1.50716 0.00641018
1.50679 0.00633244
1.50622 0.00627293
1.50547 0.0062332
1.50473 0.00619468
1.50477 0.00611378
1.50628 0.00622081
1.50509 0.00625495
1.50423 0.00623623
1.50445 0.00616278
1.50518 0.00613021
1.50525 0.0060563
1.50438 0.00604671
1.50416 0.00597895
1.50414 0.00590905
1.50441 0.00584669
1.5033 0.00588527
1.50289 0.00583289
1.50348 0.00579787
1.50297 0.00575718
1.50325 0.0057012
1.50326 0.00563958
1.50366 0.00559376
1.50369 0.00553461
1.50337 0.00548574
1.50347 0.00542976
1.50425 0.00543125
1.50375 0.00539931
1.50341 0.00535606
