1.4791 0
1.5015 0.0223976
1.50115 0.0129357
1.49675 0.0101531
1.49988 0.00846562
1.4987 0.00701179
1.50421 0.00809136
1.50448 0.00701246
1.50271 0.00643383
1.50198 0.00580045
1.5036 0.0054921
1.5003 0.00600321
1.49845 0.00582413
1.4989 0.00541074
1.49807 0.00510522
1.49738 0.00482451
1.49708 0.00454159
1.49628 0.00435588
1.49625 0.00412038
1.49606 0.00391365
1.49698 0.00383461
1.49658 0.00367765
1.49577 0.00360682
1.49575 0.00345333
1.49555 0.00331813
1.4956 0.00318825
1.49552 0.00306878
1.49636 0.00307411
1.49719 0.00307989
1.49725 0.00297612
1.49705 0.00288575
1.49715 0.00279608
1.49696 0.00271704
1.49643 0.00268755
1.49632 0.00261237
1.49635 0.00253905
1.49702 0.00255842
1.4973 0.00250569
1.49744 0.00244456
1.49735 0.00238442
1.49713 0.00233598
1.4969 0.00229065
1.49706 0.00224218
1.49765 0.00226778
1.49837 0.00233065
1.49798 0.00231253
1.49793 0.00226323
1.49766 0.00223161
1.49759 0.00218682
1.49789 0.00216301
1.49876 0.00229433
1.49839 0.00227984
1.4986 0.00224588
1.4985 0.00220641
1.49872 0.00217742
1.49857 0.00214302
1.49895 0.00213837
1.49871 0.0021151
1.49882 0.00208169
1.49886 0.00204728
1.49905 0.0020223
1.49882 0.00200256
1.49901 0.00197895
1.49917 0.00195435
1.49917 0.00192405
1.49853 0.00199983
1.4982 0.00199829
1.49769 0.00203316
1.49771 0.0020036
1.49812 0.00201762
1.4982 0.00199064
1.49749 0.00208927
1.49766 0.00206767
1.4979 0.00205326
1.49787 0.00202586
1.49792 0.0019996
1.49753 0.00201202
1.49797 0.00203372
1.49777 0.0020176
1.49792 0.00199831
1.4979 0.00197365
1.49814 0.00196486
1.49791 0.00195498
1.49772 0.00194104
1.4979 0.00192684
1.4981 0.00191493
1.49785 0.00190995
1.49856 0.00201718
1.49844 0.00199797
1.49876 0.00200198
1.49891 0.00198565
1.49868 0.00197774
1.49879 0.00195946
1.49891 0.00194197
1.49871 0.00193177
1.49866 0.00191216
1.4989 0.00190794
1.49902 0.00189227
1.49889 0.00187757
1.49905 0.00186563
