0 -0.766864 0.00300787
1 -0.768188 0.00275518
2 -0.768372 0.00368976
3 -0.773689 0.00429403
4 -0.775752 0.00376863
5 -0.776214 0.00345381
6 -0.773898 0.00413146
7 -0.777224 0.00315545
8 -0.776796 0.00312838
9 -0.782792 0.00368337
10 -0.778279 0.00394388
11 -0.778238 0.00400794
12 -0.781451 0.00396306
13 -0.776987 0.00356231
14 -0.7758 0.00325814
15 -0.77676 0.0031125
16 -0.77281 0.0030802
17 -0.774953 0.00329663
18 -0.775517 0.00347369
19 -0.775704 0.00367944
20 -0.77433 0.00394366
21 -0.777795 0.00414106
22 -0.775871 0.00436364
23 -0.775032 0.00479774
24 -0.773868 0.00430039
25 -0.774542 0.00429281
26 -0.775673 0.00389833
27 -0.775519 0.00403959
28 -0.775431 0.00414908
29 -0.773121 0.00433303
30 -0.776525 0.00406034
31 -0.778275 0.00362249
32 -0.780106 0.00394048
33 -0.777225 0.0038582
34 -0.777602 0.00370923
35 -0.777199 0.00356522
36 -0.779229 0.00309575
37 -0.782198 0.00355699
38 -0.782688 0.00330527
39 -0.78461 0.00268062
40 -0.782901 0.00267201
41 -0.781734 0.00233548
42 -0.778195 0.00281081
43 -0.778121 0.00306229
44 -0.779465 0.00311544
45 -0.777805 0.00295122
46 -0.779401 0.00254009
47 -0.780145 0.00284673
48 -0.778926 0.00286397
49 -0.779419 0.00345401
50 -0.778396 0.00385267
51 -0.778599 0.00314169
52 -0.780381 0.00299296
53 -0.782099 0.00317364
54 -0.783108 0.00297496
55 -0.784676 0.0023261
56 -0.782275 0.00247567
57 -0.781267 0.00225913
58 -0.781071 0.00195578
59 -0.77926 0.00242244
60 -0.778909 0.00192494
61 -0.779776 0.00242979
62 -0.778068 0.00248535
63 -0.778209 0.00262114
64 -0.779653 0.00211109
65 -0.778639 0.00198373
66 -0.781304 0.00245628
67 -0.779021 0.00247881
68 -0.777914 0.00273519
69 -0.779925 0.00251159
70 -0.778467 0.00238378
71 -0.778637 0.00235847
72 -0.781473 0.00277785
73 -0.780996 0.00262729
74 -0.780708 0.00268628
75 -0.782477 0.00299234
76 -0.783159 0.00286118
77 -0.782238 0.0028797
78 -0.782675 0.00269671
79 -0.783528 0.00221295
80 -0.782823 0.002534
81 -0.779877 0.00249692
82 -0.779983 0.0025732
83 -0.778146 0.00264997
84 -0.779666 0.0026069
85 -0.778846 0.00299969
86 -0.778936 0.00312472
87 -0.781043 0.00323002
88 -0.780746 0.00349087
89 -0.777723 0.00355567
90 -0.777584 0.00332154
91 -0.776768 0.00363104
92 -0.773462 0.00340941
93 -0.773194 0.00317635
94 -0.77386 0.00316959
95 -0.774133 0.00247525
96 -0.775123 0.00300013
97 -0.775764 0.00337069
98 -0.777198 0.00289436
99 -0.778914 0.0031426
100 -0.778755 0.00281689
101 -0.778977 0.00300666
102 -0.778873 0.00333479
103 -0.776835 0.00348458
104 -0.778682 0.0031246
105 -0.779557 0.00332751
106 -0.77959 0.00315988
107 -0.77793 0.00274156
108 -0.776152 0.00278706
109 -0.777871 0.00308793
110 -0.778236 0.00304875
111 -0.778607 0.00231941
112 -0.779243 0.00263359
113 -0.778509 0.00260302
114 -0.779596 0.00262108
115 -0.779282 0.00315082
116 -0.776711 0.00362996
117 -0.778698 0.003843
118 -0.78021 0.00369505
119 -0.780127 0.00358658
120 -0.779559 0.0031976
121 -0.780673 0.0026995
122 -0.782446 0.00255441
123 -0.782099 0.0022006
124 -0.782337 0.00245322
125 -0.781007 0.00241407
126 -0.77834 0.0028873
127 -0.779436 0.0031237
128 -0.782181 0.00326518
129 -0.782482 0.00297754
130 -0.783414 0.00297412
131 -0.784441 0.00262614
132 -0.784396 0.00217169
133 -0.783769 0.00268426
134 -0.783406 0.00280669
135 -0.780333 0.00260469
136 -0.778922 0.00244981
137 -0.77848 0.00267509
138 -0.780055 0.0031235
139 -0.781262 0.00306691
140 -0.784426 0.0034112
141 -0.783098 0.00325396
142 -0.783546 0.00316102
143 -0.783096 0.00315868
144 -0.78215 0.00321494
145 -0.783361 0.00381123
146 -0.783063 0.00363624
147 -0.782397 0.00324443
148 -0.784832 0.00327308
149 -0.783475 0.00325709
150 -0.784555 0.00295645
151 -0.785202 0.00308491
152 -0.783707 0.00276591
153 -0.782025 0.00270303
154 -0.780569 0.00310847
155 -0.779849 0.00295939
156 -0.780873 0.00298752
157 -0.781126 0.00287727
158 -0.780294 0.00276527
159 -0.779287 0.00299382
160 -0.778061 0.00297327
161 -0.777673 0.00270948
162 -0.777817 0.00296189
163 -0.780868 0.00310363
164 -0.780195 0.00271988
165 -0.780808 0.00301623
166 -0.779856 0.0025746
167 -0.781002 0.0020852
168 -0.777833 0.00258592
169 -0.779276 0.00258912
170 -0.778083 0.00283377
171 -0.776125 0.00313191
172 -0.778542 0.00322025
173 -0.777963 0.00278456
174 -0.779521 0.0025632
175 -0.780145 0.00251635
176 -0.779588 0.0026823
177 -0.779343 0.00327401
178 -0.778878 0.00281798
179 -0.780105 0.00259028
180 -0.780439 0.00324032
181 -0.780393 0.00304558
182 -0.781897 0.00325607
183 -0.781127 0.00364717
184 -0.777439 0.00412804
185 -0.780351 0.00390022
186 -0.780532 0.00390073
187 -0.778925 0.00334964
188 -0.781637 0.00313035
189 -0.77894 0.00317068
190 -0.77785 0.00320147
191 -0.779803 0.00290829
192 -0.780699 0.00328595
193 -0.779771 0.00351798
194 -0.781942 0.00374919
195 -0.780687 0.00311826
196 -0.779869 0.00331617
197 -0.779415 0.00328833
198 -0.78142 0.00338264
199 -0.782657 0.00319386
200 -0.782153 0.0028576
201 -0.782006 0.00287748
202 -0.779295 0.0031436
203 -0.780452 0.00314928
204 -0.779279 0.00349983
205 -0.780493 0.00342248
206 -0.785508 0.00327254
207 -0.783522 0.00320918
208 -0.783457 0.00299406
209 -0.782578 0.00313382
210 -0.783302 0.00373456
211 -0.783526 0.00357138
212 -0.782911 0.00307054
213 -0.783789 0.00312848
214 -0.785837 0.00331366
215 -0.786394 0.00327672
216 -0.785908 0.00318305
217 -0.785798 0.00310419
218 -0.784427 0.00301327
219 -0.785429 0.002795
220 -0.787082 0.00316352
221 -0.786085 0.00270521
222 -0.786629 0.00287272
223 -0.786179 0.00318998
224 -0.785987 0.00310297
225 -0.783074 0.00317089
226 -0.784542 0.00311752
227 -0.782961 0.00295017
228 -0.7851 0.00313868
229 -0.783806 0.00278861
230 -0.783889 0.00247593
231 -0.782614 0.00285129
232 -0.78274 0.00283938
233 -0.78386 0.0031106
234 -0.781529 0.00315588
235 -0.779917 0.00284088
236 -0.778742 0.00310774
237 -0.78016 0.00314197
238 -0.782304 0.00274826
239 -0.780947 0.0030707
240 -0.779795 0.00307607
241 -0.778766 0.00290071
242 -0.779691 0.00373269
243 -0.780456 0.00378875
244 -0.778767 0.00299191
245 -0.778772 0.00302961
246 -0.777206 0.0033632
247 -0.779152 0.00367532
248 -0.781134 0.00302526
249 -0.783146 0.00329433
250 -0.784263 0.00387167
