28.9377 1 2 25 4 5 6 7 8 9 10 11 12 13 14 15 16 3 17 18 19 20 21 23 22 24 26 27 28 29 30 31 32 1 
27.4904 1 2 25 4 19 5 6 7 8 9 10 11 12 13 14 15 3 16 17 18 20 21 22 29 24 26 27 28 23 30 31 32 1 
26.2892 1 2 25 4 5 6 7 8 9 30 24 11 12 13 14 15 16 17 18 19 20 21 22 3 10 29 26 27 28 23 31 32 1 
26.2892 1 2 25 4 5 6 7 8 9 30 24 11 12 13 14 15 16 17 18 19 20 21 22 3 10 29 26 27 28 23 31 32 1 
23.9073 1 2 25 4 19 5 6 7 31 8 22 23 11 12 13 14 15 3 16 17 9 30 24 18 20 21 10 29 26 27 28 32 1 
22.6358 1 2 25 4 5 6 3 7 31 8 15 10 11 12 13 14 9 16 17 18 29 24 26 22 21 20 19 32 23 27 28 30 1 
20.5659 1 2 19 4 5 6 25 23 11 12 13 14 15 3 16 17 9 30 24 7 31 8 22 18 20 21 10 29 26 27 28 32 1 
20.5659 1 2 19 4 5 6 25 23 11 12 13 14 15 3 16 17 9 30 24 7 31 8 22 18 20 21 10 29 26 27 28 32 1 
19.739 1 2 19 4 5 6 25 23 11 12 13 14 15 3 16 17 9 30 24 7 31 8 10 18 29 26 22 21 20 32 27 28 1 
19.739 1 2 19 4 5 6 25 23 11 12 13 14 15 3 16 17 9 30 24 7 31 8 10 18 29 26 22 21 20 32 27 28 1 
18.7916 1 2 19 4 5 6 25 23 11 12 13 14 15 3 16 17 9 30 24 7 31 8 10 29 26 22 18 20 21 27 28 32 1 
18.1821 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 9 30 24 7 31 8 10 29 26 22 18 20 21 27 28 1 
17.714 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 9 30 24 7 31 8 10 29 26 22 18 20 21 28 27 1 
17.4809 1 2 19 4 5 25 6 11 12 13 14 15 3 16 17 9 30 24 10 7 31 8 23 29 26 22 18 20 21 27 28 32 1 
17.4185 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 10 9 30 24 7 31 8 29 26 22 18 20 21 28 27 1 
17.0101 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 10 29 26 9 30 24 7 31 8 18 22 20 21 28 27 1 
16.5199 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 10 29 26 9 30 24 7 31 22 8 27 28 21 20 18 1 
16.5199 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 10 29 26 9 30 24 7 31 22 8 27 28 21 20 18 1 
16.5199 1 2 19 4 25 5 6 23 32 11 12 13 14 15 3 16 17 10 29 26 9 30 24 7 31 22 8 27 28 21 20 18 1 
16.2098 1 2 19 4 5 25 6 11 12 13 14 15 3 16 17 9 30 24 10 7 31 8 23 32 27 20 21 28 22 26 29 18 1 
15.889 1 2 19 4 5 25 6 11 12 14 13 15 3 16 17 9 30 24 10 7 31 8 23 32 27 20 28 21 22 18 29 26 1 
15.5755 1 2 19 4 5 25 6 11 12 13 14 15 3 16 17 9 30 24 10 7 31 8 23 32 27 20 21 28 22 18 29 26 1 
15.3001 1 9 30 24 10 7 31 8 23 32 20 22 18 29 26 3 16 17 2 19 27 28 21 4 25 5 6 11 12 14 13 15 1 
14.5135 1 9 30 24 10 7 31 8 23 32 20 2 19 4 25 5 6 11 12 13 14 15 3 16 17 27 28 21 22 18 29 26 1 
14.2991 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 27 28 21 22 18 29 26 1 
14.2991 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 27 28 21 22 18 29 26 1 
13.6062 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 26 29 18 22 27 28 21 1 
13.517 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 26 29 22 18 21 28 27 1 
13.517 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 26 29 22 18 21 28 27 1 
13.517 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 26 29 22 18 21 28 27 1 
13.517 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 26 29 22 18 21 28 27 1 
13.1514 1 9 30 24 10 7 31 8 23 20 2 19 32 4 25 5 6 11 12 13 14 15 3 16 17 26 29 22 18 27 28 21 1 
