27.7577 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 20 18 19 17 21 22 23 24 25 26 27 32 29 30 31 28 1 
26.9956 1 2 3 4 5 19 7 8 9 10 11 12 13 14 6 15 16 32 18 20 21 22 23 24 25 26 27 28 29 30 31 17 1 
26.1529 1 2 3 4 5 19 7 8 9 10 11 12 13 14 6 15 16 32 18 22 20 17 23 24 21 25 26 27 28 29 30 31 1 
24.757 1 2 3 22 26 27 4 5 6 7 30 29 32 25 24 17 8 9 10 11 12 13 14 15 16 18 20 21 19 28 23 31 1 
23.8001 1 2 17 4 5 3 6 7 22 9 10 11 12 13 14 15 16 20 18 19 21 26 27 8 23 24 25 32 29 30 31 28 1 
22.7563 1 2 17 4 5 31 30 29 32 25 24 23 8 27 26 21 19 18 20 16 15 14 13 12 11 10 9 22 7 6 3 28 1 
21.9899 1 2 3 32 4 5 17 7 8 9 23 24 12 13 14 6 10 11 15 16 18 20 19 21 26 27 22 25 29 30 31 28 1 
21.5416 1 2 3 4 21 19 7 8 9 17 5 31 30 29 32 25 24 23 27 26 18 20 22 6 10 11 12 13 14 15 16 28 1 
21.4222 1 2 3 32 4 17 5 31 30 29 25 24 23 8 27 26 21 19 18 7 9 12 13 14 6 10 11 15 16 20 22 28 1 
19.7887 1 2 3 32 4 21 19 7 8 9 17 5 31 30 29 25 24 23 27 26 18 20 22 6 10 11 12 13 14 15 16 28 1 
19.1471 1 2 3 32 4 17 5 31 30 29 25 24 23 8 27 26 21 19 12 13 14 15 9 10 11 7 6 16 22 20 18 28 1 
18.7183 1 2 17 4 5 31 30 3 32 18 6 22 20 16 7 29 25 24 23 8 27 26 21 19 15 14 13 12 11 10 9 28 1 
17.9445 1 2 3 32 6 16 22 20 18 7 11 10 9 15 14 13 12 19 21 26 27 8 23 24 25 29 30 31 5 17 4 28 1 
