0.35 0.999483 0.000268296
0.5 0.919891 0.010511
0.6 0.716848 0.0251924
0.7 0.468119 0.0244412
0.8 0.288629 0.0163167
0.9 0.196662 0.0121028
1 0.144943 0.00845887
1.1 0.110365 0.00621488
1.2 0.0927752 0.00477736
1.3 0.0775516 0.00400201
1.4 0.0605728 0.00376721
1.5 0.0517324 0.00341952
1.6 0.0458272 0.00291497
1.7 0.0413532 0.002712
1.8 0.0357152 0.00248739
1.9 0.0309056 0.00238714
2 0.0274792 0.00216864
2.2 0.0223392 0.00170819
2.5 0.0163524 0.00161899
2.7 0.0141792 0.001496
3 0.0118732 0.00134352
