0.35 0.0232525 0.00916171
0.5 0.278631 0.0117371
0.6 0.360525 0.010562
0.7 0.422899 0.00735654
0.8 0.431115 0.00562318
0.9 0.432592 0.00443987
1 0.417643 0.00332065
1.1 0.398867 0.00299411
1.2 0.372603 0.00228286
1.3 0.341676 0.00205066
1.4 0.315072 0.00169637
1.5 0.294347 0.00157438
1.6 0.271224 0.00147076
1.7 0.249404 0.00130168
1.8 0.229289 0.00115965
1.9 0.212989 0.000951207
2 0.197509 0.00096718
2.2 0.1703 0.0008347
2.5 0.137013 0.000748852
2.7 0.120168 0.00064248
3 0.0991528 0.000478067
