0.35 -0.999546 0.000243827
0.5 -0.97254 0.00152353
0.6 -0.93341 0.00142511
0.7 -0.891448 0.00111858
0.8 -0.849436 0.000927928
0.9 -0.804331 0.000770986
1 -0.762488 0.000776141
1.1 -0.72141 0.000715187
1.2 -0.682637 0.000634243
1.3 -0.646429 0.000678441
1.4 -0.613218 0.000633437
1.5 -0.583074 0.000624624
1.6 -0.554534 0.000616851
1.7 -0.528241 0.000537418
1.8 -0.504494 0.000595719
1.9 -0.482994 0.000577127
2 -0.461723 0.000616825
2.2 -0.42583 0.000615604
2.5 -0.379806 0.000534879
2.7 -0.354333 0.000561273
3 -0.321642 0.000547558
